PLAYER,TEAM,OFFRTG,DEFRTG,NETRTG,AST%,ASTTO,ASTRAT,OREB%,DREB%,REB%,TORAT,EFG%,TS%,USG%,PACE,PIE,POSS
Iman Shumpert,NYK,103.9,100.2,3.7,15.2,1.48,19.2,2.5,8.9,5.6,13,44.6,48.4,17.8,94.55,7.1,3354
Jan Vesely,WAS,97.7,101.3,-3.6,6.7,0.78,13.4,9.1,14.2,11.6,17.1,53.7,54.4,12.5,94.59,6.7,2114
Ivan Johnson,ATL,99.6,96.6,2.9,5.9,0.46,7.7,7.3,17.7,12.6,16.6,51.6,55.8,18.8,93.4,10.1,1807
MarShon Brooks,NJN,99,109.4,-10.3,14.7,1.11,13.8,4.2,8.5,6.3,12.4,46.5,50.2,22.4,92.01,7.8,3166
Greg Stiemsma,BOS,93.6,96.5,-2.9,6.1,0.85,13.9,6.8,16.2,11.8,16.3,54.5,57.9,10.9,92.41,8.2,1464
Gustavo Ayon,NOH,100.7,101.3,-0.5,10.9,1.61,18.2,8.6,16.9,12.8,11.3,53.6,55.2,14.2,90.61,11.2,2048
Charles Jenkins,GSW,96.2,107.9,-11.7,30.6,2.83,31.6,0.9,6.7,3.7,11.2,45.2,48.2,18.4,95.72,8.2,1774
Kyrie Irving,CLE,104.1,109.8,-5.6,32.4,1.72,21.8,2.7,9.9,6.1,12.7,51.7,56.6,27.5,94.31,13.8,3066
Nikola Vu?evi?,PHI,98.5,97.1,1.4,6.3,0.94,8.4,10.4,19.3,14.8,8.9,45.5,46.2,18.8,92.89,8.7,1573
Jon Leuer,MIL,102.1,100.2,1.9,7.2,1.39,10.2,7.7,14,10.7,7.3,51.6,53.6,17,96.38,9.3,1112
Kenneth Faried,DEN,108.5,107.8,0.7,5.5,0.67,7.6,13.9,20.5,17.2,11.4,58.6,61.8,18.1,95.74,13,2064
Reggie Jackson,OKC,98.4,97.7,0.7,24.3,1.97,25.4,3.2,7.4,5.5,12.9,36.2,40.8,19,95.67,6.7,993
Jeremy Pargo,MEM,85.4,99.5,-14.2,23,1.2,20.8,2.5,6,4.1,17.4,36.7,38.9,20.7,96.57,2.1,854
Nolan Smith,POR,95.6,110.5,-14.9,19.6,1.48,20.9,2.9,7.7,5.1,14.1,40.8,43.4,18.5,95.81,4.3,1087
Jordan Williams,NJN,105.8,103.2,2.6,2.7,0.48,5,10.3,15.1,12.6,10.6,50.7,54.4,14.4,94.89,8,1248
Jeremy Tyler,GSW,98.9,109,-10,4.4,0.44,5.7,9.1,15.9,12.4,12.8,42.1,44.2,20.4,96.09,4.6,1136
Jimmy Butler III,CHI,104,91.8,12.2,6.1,1,10.5,6.1,8.5,7.3,10.5,41.8,52.6,14.3,91.11,8.4,680
Lance Thomas,NOH,95.3,101.8,-6.5,3.3,0.5,6.3,8.3,12.8,10.6,12.6,45.2,54.1,13.3,90.4,6,1179
Tobias Harris,MIL,100,99.3,0.7,7.5,0.71,8.9,6,14.7,10.3,12.6,48.5,54,20,96.1,9.7,958
Lavoy Allen,PHI,96.3,92.2,4.2,8.9,1.7,15,7.2,19.3,13.2,8.8,47.3,48.8,14.3,90.21,9.8,1172
Ricky Rubio,MIN,102.6,100.5,2.1,38,2.56,36.2,1.5,10.5,6,14.1,39.8,47.6,18.3,95.75,11.6,2796
Andrew Goudelock,LAL,97.1,101.1,-4,8.5,0.95,9.1,1.2,6.1,3.7,9.5,47.1,48.8,22,90.99,5.2,796
Cory Higgins,CHA,88.6,101.8,-13.3,15.9,0.92,13.7,1.7,7.1,4.3,14.8,33.8,40.2,24.6,92.04,1.8,806
E'Twaun Moore,BOS,87.2,84.1,3.1,18.8,1.62,19.9,1.2,8.3,4.8,12.3,45.6,47.4,19,93.03,8.2,648
Josh Harrellson,NYK,101.6,92.4,9.1,3.3,0.55,5.7,8.3,18.2,13.1,10.4,49,50.5,14.6,97.39,10,1093
JaJuan Johnson,BOS,87.5,94.2,-6.7,4,0.43,4.1,7,11.6,9.4,9.7,44.6,45.6,21.6,92.41,8.8,576
Donald Sloan,CLE,92.5,110.1,-17.5,29,2.14,28.7,2.5,7.7,5,13.4,40.4,43.3,17.6,91.44,7,1268
Cory Joseph,SAS,101.7,110.8,-9,18.9,2.83,27.4,1.8,8,4.7,9.7,33.6,37.4,14.8,94.97,4.2,522
Josh Selby,MEM,93.1,99.2,-6.1,19.7,1.03,22.1,0.9,5.5,3.2,21.3,36.1,40.3,19.4,97.91,2.4,478
Walker Russell,DET,93.3,103,-9.8,27.1,1.76,29.9,2,5.6,3.8,17,36.8,40.1,16.9,93.58,4.8,697
Jordan Hamilton,DEN,113.1,105.1,8,11.4,1.25,13.4,4.6,18.4,12,10.7,50.9,50.8,21.5,97.01,10.2,518
Mickell Gladness,GSW,91.8,106.4,-14.6,3,0.71,6.6,5.3,15.1,10.5,9.2,42.4,43.6,12.2,98.08,5.5,515
Chris Wright,GSW,96.8,101.3,-4.5,3.5,0.5,5.6,9.4,13.4,11.3,11.3,51.1,59.7,15.2,98.67,11,380
Elliot Williams,POR,95.2,104.6,-9.4,7.7,1.2,6.5,4.9,7.8,6.4,5.4,55.4,53.7,25.2,99.47,9,313
Trey Thompkins,LAC,87.9,112.8,-24.9,5,0.5,4.1,3.2,19.2,10.5,8.2,42.6,44.5,25,98.8,8.2,247
Vernon Macklin,DET,101.8,98.6,3.2,5.7,1.67,10,9.7,14.7,12.1,6,54.3,55.9,14.2,99.75,10.5,278
Julyan Stone,DEN,112.4,103.5,9,25.7,3.36,44,2.6,11.4,6.8,13.1,45.2,50.2,10.5,99.65,8.4,370
Terrel Harris,MIA,92.6,101,-8.3,13.8,1.04,18.1,5.9,11.4,8.6,17.4,39.8,43.4,16.8,92.54,4.2,610
Jerome Jordan,NYK,106.5,96.5,10,5.1,2,9.1,12.6,12.1,12.4,4.5,51.5,56.1,15.2,102.19,9.1,230
Darius Morris,LAL,92.1,106.5,-14.4,22.1,1.11,24.4,1.2,7.7,4.6,22.1,47.6,50,18.4,90.34,4.5,315
Malcolm Lee,MIN,96.1,101.3,-5.2,22.1,1.82,27,3.6,7.4,5.4,14.8,40.7,46.6,15.3,95.01,6.4,482
DeAndre Liggins,ORL,82.2,109.3,-27.1,9.1,0.5,10.4,5.2,9.1,7,20.8,48,49.5,17.3,92.61,4.9,219
Marcus Morris Sr.,HOU,89.5,100.8,-11.3,4.2,0.75,4.6,3.7,8.2,5.9,6.2,31.5,34.8,21.7,94.97,0.9,248
Daniel Orton,ORL,90.1,101.1,-10.9,4.7,0.71,9.3,10.1,11.4,10.7,13,56.7,54.9,12,94.29,4.7,365
Carldell Johnson,NOH,97.7,91.5,6.2,31.4,3.14,33.8,0.9,6.8,4,10.8,37.1,37.2,17.6,89.32,6.7,219
Tyler Honeycutt,SAC,104.8,106.2,-1.4,10.6,3.5,20,3.1,12.6,7.6,5.7,35.4,38.2,13.3,103.89,6.4,188
Justin Harper,ORL,81.2,103,-21.8,4.7,0.33,5.1,3.5,13.4,7.8,15.4,32.3,31.8,20.4,95.28,0.8,165
Courtney Fortson,HOU,78.2,100,-21.8,22.2,1,17.2,5.1,9.9,7.2,17.2,39.1,45.3,20.4,97.56,7.6,197
Travis Leslie,LAC,78.7,104.3,-25.6,22.7,2.5,20,11.5,0,0,8,35.7,39,18.3,99.11,6.8,94
Jerome Dyson,NOH,91.9,89.5,2.4,20.2,0.9,17.6,1.2,8.1,5.1,19.6,40.6,52.5,22.2,90.31,8.6,335
Dennis Horner,NJN,95.7,127.7,-32,0,0,0,0,0,0,14.3,25,43.4,14,100.93,3.2,46
Greg Smith,HOU,87.8,90.2,-2.4,2.6,1,7.7,6.5,21.1,13.5,7.7,63.6,63.6,8.1,91.36,8.2,131
Justin Dentmon,TOR,77.3,90.8,-13.5,25.6,1.43,20.8,0,8.4,4.2,14.6,39.3,42.4,19.8,92.6,4.3,176
Darington Hobson,MIL,93.3,85.5,7.8,25,3,28.6,0,8.1,3.9,9.5,15.4,15.4,16.7,93.21,-1.1,75
Jerry Smith,NJN,83.1,94.5,-11.4,15.4,0,22.2,4,11.1,7.4,0,25,25,13.9,94.03,4.7,89
Mychel Thompson,CLE,100,101.1,-1.1,11.9,1.4,19.4,0,5.9,2.6,13.9,37.5,37.5,13.6,87.91,0.8,173
Ryan Reid,OKC,97.1,93.8,3.3,0,0,0,0,0,0,16.7,80,80,14.6,95.07,13.7,34
Edwin Ubiles,WAS,85.4,104.2,-18.8,3.6,1,4.8,3.6,15.7,9.3,4.8,30.6,36.2,17.9,88.62,8.9,96
Eric Dawson,SAS,101.2,127.4,-26.2,0,0,0,12.2,14.7,13.3,18.8,58.3,58.2,17,101.55,5.9,82
Jeff Foote,NOH,100,101.3,-1.3,0,0,0,2.9,0,0,25,33.3,33.3,9.2,93.84,-0.9,77
Keith Benson,GSW,111.8,75,36.8,0,0,0,18.2,0,0,0,0,0,4.5,86.72,3.4,17
Malcolm Thomas,SAS,100,112.9,-12.9,8.3,0,20,0,0,0,0,0,12.9,11.4,98.65,3.5,31
D.J. Kennedy,CLE,83.8,112.6,-28.8,8.8,1,15.8,1.6,10,5.7,15.8,50,46.6,13,90.51,2.5,111
Derrick Byars,SAS,97.3,106.6,-9.2,4,0,7.1,11.3,0,0,0,27.3,39.2,13.4,98.31,7.8,75
Xavier Silas,PHI,83.8,101.3,-17.5,15.8,1,13.6,0,0,0,13.6,30,33.7,20.7,92.4,-2.4,74
Blake Griffin,LAC,105.9,108,-2.2,18.4,1.4,14.1,9,23.8,16.4,10.1,50.8,54.9,27,93.88,16,6078
Landry Fields,NYK,110.4,108.7,1.6,8.7,1.45,16.7,4.3,16.5,10.5,11.5,56.8,59.8,13.4,97.53,9.8,5156
Omer Asik,CHI,103.2,90.2,13.1,4.9,0.5,10.5,11.8,19.6,15.8,21,55.3,55.9,12.3,93.14,7.6,1911
Al-Farouq Aminu,LAC,98.5,104.9,-6.4,6.7,0.58,9.7,5.2,13.5,9.3,16.6,45,49.9,16.8,94.84,7,2868
DeMarcus Cousins,SAC,101.3,107.5,-6.3,14.9,0.76,12.3,9.1,22.3,15.4,16.2,43.2,48.4,27,96.04,9.9,4631
Eric Bledsoe,LAC,99.7,106.1,-6.4,25.4,1.49,28.2,3.8,8.6,6.2,18.9,45.7,49.9,17.5,94.03,8.3,3611
Gary Neal,SAS,108.2,106,2.2,9.4,1.23,11.3,1.3,10.6,6,9.2,55.3,57.8,20,94.73,8.5,3331
Greg Monroe,DET,107,109.5,-2.5,7.5,1.3,12.5,11.6,18.1,14.7,9.6,55.1,57.5,15.3,89.6,10.8,4133
Wesley Johnson,MIN,103.7,109.1,-5.4,10.8,1.56,15.4,2.4,9.1,5.7,9.9,47.3,49.1,16.5,98.91,6,4269
Derrick Favors,UTA,98,104.7,-6.7,4.4,0.51,6.4,11.4,16.1,13.7,12.7,51.7,54.2,16.8,92.08,7.9,2928
Evan Turner,PHI,101,102.2,-1.2,13.7,1.99,19.4,2.4,14.9,8.6,9.8,43.9,48.4,16.4,94.6,8.7,3540
Gordon Hayward,UTA,103.1,111.1,-8,10.6,1.16,16.6,3.5,8.9,6.1,14.4,54.4,57.8,14.9,93.46,6.8,2368
Greivis Vasquez,MEM,98.5,102.7,-4.2,26.6,2.16,32.1,1.4,8,4.5,14.9,46.1,49.3,16.4,94,7.2,1687
John Wall,WAS,100.2,109,-8.8,35.7,2.2,29,1.3,11.2,6,13.2,42.7,49.4,23.3,96.19,11.7,5233
Quincy Pondexter,NOH,97.3,102.9,-5.6,6.4,1.75,11.7,3.3,9.1,6.2,6.7,45.6,48.2,13.6,89.25,5.4,1367
Ed Davis,TOR,101.4,111.2,-9.8,3.9,0.83,7.8,10.7,19,14.8,9.3,57.6,58.3,13.1,94.44,9.8,3136
Nikola Pekovic,MIN,97,107.8,-10.8,5.2,0.3,6.2,9.5,12.1,10.8,20.9,51.7,57.3,19.3,98.55,4.9,1813
Trevor Booker,WAS,101.2,108.6,-7.4,5.1,0.92,9.5,8.8,14.8,11.7,10.3,54.9,58.2,13.5,95.79,9.6,2114
Gary Forbes,DEN,108.2,110,-1.9,9.4,1.07,12.1,3.5,11.1,7.3,11.4,48.9,52.4,18.8,100.88,6.7,1661
Pooh Jeter,SAC,99.4,105.5,-6.1,28.1,3.18,33.2,1,7.1,3.9,10.5,42.1,46,15.5,100.86,8.6,1814
Paul George,IND,104.2,104.1,0,8.2,0.93,11.3,2.9,14.5,8.7,12.2,50.5,54.2,17.2,97.76,9.3,2572
Larry Sanders,MIL,92.4,100.6,-8.2,3.3,0.42,4.6,6.6,14.2,10.3,11,43.3,44.8,17.2,93.45,6,1695
Tiago Splitter,SAS,103.5,104.8,-1.3,6,0.81,8.4,10.4,17.8,14.2,10.3,52.9,55,17.4,94.95,9.6,1457
Ekpe Udoh,GSW,108.3,102.2,6.1,5.1,0.83,11.8,7.8,9.7,8.8,14.1,43.7,47.2,12.8,95.95,3.9,2048
Kevin Seraphin,WAS,94.3,109.2,-14.9,2.5,0.24,4.7,11,12,11.5,19.6,44.9,47.9,13.2,98.17,2.4,1296
Manny Harris,CLE,97.1,110.1,-13,15.3,1.35,17.7,3.7,11.7,7.5,13.2,43.3,48.6,18.6,94.88,7.3,1846
Patrick Patterson,HOU,106.1,105.8,0.3,7.8,1.32,11.5,9.7,12.9,11.3,8.7,55.8,57.4,16,94.09,10.8,1702
Jeremy Evans,UTA,102.5,104.4,-1.9,9,1.26,13.7,8.2,14.2,11.2,10.9,66.1,67.8,14.4,94.46,12.8,912
Luke Harangody,CLE,98.6,104.2,-5.6,7.8,1.88,11.4,6.3,15.9,11.1,6.1,42.2,44.4,16.5,95.08,6.9,1267
Timofey Mozgov,DEN,102.8,105.8,-3,4.5,0.43,7.3,8.8,14.2,11.5,17,47.4,52.3,15.8,98.32,5.4,1069
Christian Eyenga,CLE,100.3,111,-10.7,6.1,0.74,8.8,2.8,10.5,6.5,11.8,46.6,47.6,16.9,95.5,5.5,1884
Ish Smith,MEM,101.2,107,-5.8,26.8,2.32,33.2,1.6,9,5.3,14.3,38.7,40.6,15.5,97.76,6,901
Ben Uzoh,NJN,95.1,103.3,-8.2,27.8,2.76,26.1,6.7,7.4,7,9.5,43.4,46.8,19.9,92.86,9.7,841
Jordan Crawford,WAS,99.9,110.8,-10.9,19.7,1.41,16,2.8,7.4,5,11.3,41.7,45.6,25.8,95.75,7.8,2046
Lazar Hayward,MIN,98.3,111.2,-12.9,10.7,1.47,12.7,4.8,11.8,8,8.6,41.2,46.4,18.3,102.03,6.1,890
Derrick Caracter,LAL,98.2,110,-11.8,5.4,0.37,6.9,9,10.5,9.8,18.6,48.5,53.2,18.6,99.68,3.4,445
Semih Erden,CLE,98.7,100.7,-2,5.4,0.59,10.5,7,14.6,10.9,17.8,55.9,59.3,13.4,92.79,5.7,1145
Armon Johnson,POR,92.7,94.4,-1.7,30,1.18,23.2,3.7,9.3,6.3,19.6,48,49.7,22.8,98.36,7.7,562
Xavier Henry,MEM,99.4,103.2,-3.8,5.4,1.38,8.5,1.7,5.5,3.6,6.2,41.3,45.1,16.5,93.15,3.3,1020
Samardo Samuels,CLE,98.8,108.2,-9.4,4.3,0.32,4.7,10.2,12.9,11.5,14.8,45.6,49.8,21.1,95.46,5.8,1390
Avery Bradley,BOS,82.8,99.1,-16.3,13.5,0.75,12,2.5,7.8,5.2,16,34.3,36,23.8,98.37,0.5,332
Jeremy Lin,GSW,105.7,103.2,2.5,20.7,2.33,29.6,3.9,8.2,5.9,12.7,39.6,45.8,15.1,94.98,8.8,560
James Anderson,SAS,99.5,107,-7.5,10.3,1.38,15,0.7,7.9,4.3,10.8,49.4,52.9,16,95.08,5.1,564
Damion James,NJN,96.5,99.3,-2.8,8.2,0.8,12.6,4.3,18.4,11.1,15.7,44.7,47.7,15.4,95.42,7.7,797
Luke Babbitt,POR,88,98.3,-10.3,7.7,0.75,8.2,3.6,16.6,9.6,11,30,30.5,20.2,99.47,0.8,283
Zabian Dowdell,PHX,97.8,104.6,-6.8,29.5,1.76,24.2,1.7,5.3,3.4,13.7,42,45.7,24,96.59,8,585
Jeff Adrien,GSW,108,106.4,1.6,7.5,1.11,12.3,11.7,18.7,15.1,11.1,42.6,45.7,15.9,95.42,6.4,388
Mustafa Shakur,WAS,97.2,99.4,-2.2,25.8,1.39,22.9,4.5,10,7.2,16.5,36.4,38.9,22.8,97.44,4.8,323
Garret Siler,PHX,104.6,110.4,-5.8,4.1,0.3,5.6,15,13.6,14.4,18.5,54.8,55.3,19.6,104.49,4.4,219
Devin Ebanks,LAL,88.9,107.3,-18.4,3.3,0.33,2.9,11.5,9.2,10.4,8.7,43.1,50.7,22.7,102.03,11.2,252
Sherron Collins,CHA,94.6,108.7,-14.1,19,2,21.6,0,7.9,4.1,10.8,32,33.4,20.4,93.26,3.7,129
Willie Warren,LAC,102.6,94.7,7.9,30.7,3.38,36.5,0.8,9.6,4.9,10.8,44.3,48,15.5,95.42,8.2,268
Cole Aldrich,OKC,100.7,98.6,2.1,4.1,0.5,13.8,9.6,14.3,12.1,27.6,53.3,53.7,7.9,97.2,2.6,287
Dominique Jones,DAL,90.5,99.2,-8.8,24.1,1.9,23.2,4.5,14.7,9.6,12.2,31.1,40,21.3,92.72,9.6,262
Hamady Ndiaye,WAS,86,111.5,-25.6,0,0,0,2.3,7,4.4,23.1,80,68.1,7,95.79,-1.6,164
Chris Johnson,POR,87.8,106.4,-18.6,3.7,0.3,7,7.9,15.4,11.3,23.3,42.9,55.4,12.6,96.77,5,278
Lance Stephenson,IND,97.5,94.3,3.2,30.9,1.31,25.6,0.8,12.7,6.9,19.5,33.3,41,21.7,101.07,5.7,237
Larry Owens,WAS,97.6,93.1,4.5,8.9,1.6,16.3,0.7,10.1,5.3,10.2,56.3,55.6,12.3,96.85,7.3,288
Solomon Alabi,TOR,92.2,100.8,-8.6,5.1,0.67,9.5,9.7,11.9,10.7,14.3,20,18.9,13.9,95.58,-0.3,116
Patrick Ewing,NOH,91.7,100,-8.3,16.7,2,20,5,0,0,10,0,22.2,19,91.47,-1.8,36
Andy Rautins,NYK,79.6,102,-22.4,25,0.43,16.7,0,4,0,38.9,50,50.8,26.8,97.59,1.5,49
Marcus Cousin,UTA,78.6,119,-40.5,0,0,0,0,0,0,25,66.7,66.7,8.9,110.09,6.2,42
Craig Brackins,PHI,101.7,122,-20.4,5,0,5.9,5,8.3,6.3,0,25,25,21.9,87,-1.8,60
Pape Sy,ATL,88.4,102.3,-13.9,22.2,0.67,16.7,8.7,0,0,25,33.3,47.8,20.4,99.51,5.8,43
Dexter Pittman,MIA,136.4,95.7,40.7,0,0,0,0,0,0,40,33.3,33.3,20,96.14,-2.6,22
Gani Lawal,PHX,50,100,-50,0,0,0,0,0,0,0,0,0,0,99.31,-40,4
Hassan Whiteside,SAC,0,133.3,-133.3,0,0,0,0,0,0,0,0,0,0,82.6,-200,3
Brandon Jennings,MIL,103.9,101.5,2.5,29.8,2.35,23.5,1.8,9.5,5.4,10,43.1,47.5,25.6,92.8,10.5,5159
DeJuan Blair,SAS,106.2,103,3.2,7,0.58,8.8,13.9,22.1,18,15.2,55.6,56.4,19.7,95.21,11.4,2966
Taj Gibson,CHI,102.4,103.2,-0.8,4.9,0.61,7.8,10.1,16.8,13.5,12.8,49.4,52.1,16.5,94,8.6,4301
Wesley Matthews,UTA,110.1,104.6,5.5,9,1.33,14.3,2.7,7.3,5,10.7,53.9,59.2,16.4,95.06,7.8,4003
Eric Maynor,OKC,99.9,97.9,2,33.9,3.13,35.5,1.8,8.4,5.2,11.3,44.8,47.8,16.8,95.47,10,2521
Jonny Flynn,MIN,99.5,112.5,-13,24.5,1.53,21.4,1,7.6,4.1,14,45.7,51.1,24,98.46,8.7,4798
Jonas Jerebko,DET,104.7,108.3,-3.6,4.1,0.71,7.1,8.8,14.6,11.5,10,51.1,54.5,15.5,89.45,8.2,4154
Sam Young,MEM,98,107,-9,6.8,0.55,7.2,5.6,9.4,7.4,13.1,46.2,51.8,21.2,97.03,8.2,2676
Stephen Curry,GSW,107.5,110.2,-2.7,24.1,1.94,24.3,1.7,10.6,6.1,12.5,53.5,56.8,21.5,102.66,10.7,6185
Terrence Williams,NJN,98.1,105.9,-7.7,22.4,1.8,21,2.6,18,10.1,11.7,42.5,45.9,21.3,94.26,9.9,3466
DeMar DeRozan,TOR,106.8,113.3,-6.5,4.8,0.85,7.4,4.2,9.7,7,8.7,50.2,55.4,18,94.87,6.6,3279
Omri Casspi,SAC,102.9,106.2,-3.2,7.6,0.97,10.1,3.8,14.2,8.9,10.4,50.2,52.9,18.8,97.67,9.4,3936
Darren Collison,NOH,105.2,108.8,-3.6,32.3,2.14,28.9,2,7.7,4.8,13.5,50.6,54.6,22.7,95.19,11.5,4171
James Harden,OKC,104.8,99.9,4.9,13,1.29,14.7,2.8,11.1,7.1,11.4,48.4,55.1,19.9,95.3,9.7,3459
Wayne Ellington,MIN,99.1,105.8,-6.7,8.5,1,11.8,2.3,9.1,5.7,11.8,49.6,52.7,16.8,99.14,7.1,2858
Chase Budinger,HOU,107.9,107.4,0.5,9.6,1.83,11.9,2.4,12.9,7.4,6.5,52.2,54.5,18.6,97.37,10.1,3013
Jrue Holiday,PHI,104.5,108.7,-4.2,23.9,1.79,28.2,3.3,8.3,5.8,15.7,50.2,52.6,18,93.54,7.9,3434
Marcus Thornton,NOH,106.5,108.3,-1.8,10.3,1.5,9.9,4,8,6,6.6,51.7,55,24.8,94.57,10.2,3683
Serge Ibaka,OKC,100.8,100.4,0.4,1.3,0.15,2,10.7,18.9,15,13.9,54.5,56.2,15.8,94.43,10.5,2601
Tyreke Evans,SAC,102.2,108.4,-6.2,26.8,1.92,20.7,2.4,12.2,7.1,10.8,47.3,52.9,26.1,94.85,13.1,5286
DeMarre Carroll,MEM,102.8,104.4,-1.6,5.9,1.38,10.9,6.8,11.8,9.3,7.9,39.6,42.6,14.1,100.89,4.3,1659
Jeff Teague,ATL,100.8,103.3,-2.6,25.8,2.44,29.1,0.7,9.1,4.7,11.9,41.2,45.9,17.4,97.8,7.7,1462
Austin Daye,DET,101.9,108.5,-6.7,6.3,0.71,8.5,3.6,17.8,10,12,51.4,54.6,17.6,92.99,8.6,1774
Hasheem Thabeet,MEM,102.2,104.8,-2.6,1.8,0.26,4.8,9.2,17.9,13.5,18.9,58.8,60.5,10.4,96.84,6.4,1767
James Johnson,CHI,94.9,103,-8.1,10.4,0.77,13.8,4.4,12.3,8.3,17.8,48.8,53.2,17.4,97.69,5.8,1535
Ty Lawson,DEN,110.3,104.1,6.3,23.3,2.48,27.6,3.3,6.2,4.8,11.1,55.9,60,17.4,98.41,11,2700
Dante Cunningham,POR,108.5,103.5,5,3.2,0.93,5.3,8,16.3,12.1,5.7,49.5,51.7,16,93.3,8,1364
Chris Hunter,GSW,109.7,109.1,0.6,6.5,1.23,11.8,6.9,14.6,10.6,9.6,50.2,54.6,14.7,102.32,6.1,1665
Jodie Meeks,PHI,105.3,105.5,-0.2,8,1.56,11.1,1.2,13.7,7.1,7.1,46.6,49.3,18.7,98.4,7.3,1468
Derrick Brown,CHA,98.8,98.3,0.4,6.1,1,8.7,6.2,8.7,7.5,8.7,46.9,52,16.5,95.21,7.6,1053
AJ Price,IND,103.2,99.3,3.9,19.8,1.8,19.4,1.3,8.5,4.9,10.8,49.4,53,21.9,100.54,10.3,1802
Rodrigue Beaubois,DAL,108.4,103.4,5,16.2,1.37,16.6,1.8,9.4,5.8,12.1,59.4,61.7,23.2,99.1,10.8,1438
Toney Douglas,NYK,107,111.7,-4.7,16.7,2.04,19,3.6,6.6,5.1,9.3,54.5,57.1,19.1,96.89,8.3,2192
Jon Brockman,SAC,108.4,109.1,-0.7,4.9,0.96,12.6,15.5,17.6,16.5,13.1,53.4,56.4,9.9,94.18,6.6,1272
Earl Clark,PHX,101.5,105.3,-3.7,9.3,0.91,9.9,4.7,10.9,7.9,10.8,37.7,42,20.8,99.91,6,796
Jordan Hill,HOU,105.6,106.3,-0.8,5.2,0.67,7.1,11.3,17.4,14.1,10.7,49.3,52.8,17.7,95.79,8.6,1241
DaJuan Summers,DET,93.8,104.9,-11.1,7,1,8.9,3.3,8.4,5.7,8.9,41.2,45.7,17.8,95.02,3,793
Gerald Henderson,CHA,93.5,95,-1.5,7.1,0.93,8.6,4.2,11,7.6,9.2,37.5,45.3,17.2,94.57,7.8,696
Jeff Ayres,POR,105.8,112.2,-6.4,0.4,0.08,1.1,7,20.2,13.6,13.8,66.2,70.5,9.8,92.79,6.6,779
Sundiata Gaines,UTA,101.6,97.3,4.2,28.9,2.79,25.2,2.7,11,6.7,9,50.6,51.8,22.2,99.38,13.3,447
Jermaine Taylor,HOU,93.2,111.5,-18.3,9.6,0.84,9.2,6,9.5,7.5,10.9,39.9,46,21.8,98.71,6.7,620
Tyler Hansbrough,IND,97.9,102.3,-4.4,9.7,1.33,8.6,10.6,15,12.7,6.4,36,44.8,24.5,99.56,8.6,1055
Garrett Temple,SAS,100.4,100.7,-0.3,10.4,0.78,12.2,1.8,7.2,4.5,15.7,50,55.3,19.3,98.56,5.6,685
Lester Hudson,MEM,105.1,102.3,2.9,15.5,0.93,15.1,5.5,8.5,7,16.3,44.3,49.4,23,98.61,7.9,274
Reggie Williams,GSW,110.7,113.4,-2.7,12.5,2.28,16.4,2.3,11.7,6.9,7.2,55.3,58.8,18.4,102.17,10.1,1660
Danny Green,CLE,96.6,104.3,-7.7,7.4,1,9.8,7.1,7.5,7.3,9.8,46.2,48,17.4,97.62,6.7,232
Marcus Landry,BOS,108.4,106.2,2.2,0,0,0,4.3,12.4,8.3,11.8,47.7,48.7,19.4,98.26,3.4,226
Othyus Jeffers,UTA,105.3,100.7,4.7,2.1,0.17,2.3,11.1,15.1,13.1,13.6,41.4,49.5,23.4,100.28,8.4,150
Byron Mullens,OKC,90.3,120.7,-30.5,3,0.25,4.2,5.6,12.1,8.9,16.7,36.8,36.8,18.5,99.01,-2,113
Cedric Jackson,WAS,94.2,97.5,-3.3,33.3,1.27,27.5,2.6,7.4,5.1,21.6,32.5,39.6,21,100.46,3.6,154
Alonzo Gee,WAS,100.6,101.7,-1.2,7.1,0.7,7.8,7.9,11.5,9.5,11.1,53.4,56.4,20.4,91.28,10.6,345
Patty Mills,POR,104.7,126.8,-22.1,25,1.25,13.9,2.5,3.7,3,11.1,45.8,48,32,106.22,3.4,85
Taylor Griffin,PHX,98.5,103,-4.5,5.6,1,7.1,0,5.4,0,7.1,40,42.5,16.9,97.51,1,66
Trey Gilder,MEM,75,42.9,32.1,0,0,0,0,0,0,0,100,100,8.3,121.88,100,12
Antonio Anderson,OKC,93.9,100,-6.1,0,0,0,0,0,0,25,33.3,33.3,10,108.37,-3,33
JamesOn Curry,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,369.23,0,0
Oliver Lafayette,BOS,92.5,112.2,-19.7,18.2,2,22.2,4.5,0,0,11.1,58.3,58.3,16.7,90.29,11.1,40
